x0,x1,response
-1.0,-1.0,1.3
-0.7777777777777778,-1.0,1.1836762688614542
-0.5555555555555556,-1.0,1.0212620027434842
-0.33333333333333337,-1.0,0.825925925925926
-0.11111111111111116,-1.0,0.6108367626886146
0.11111111111111116,-1.0,0.38916323731138536
0.33333333333333326,-1.0,0.17407407407407416
0.5555555555555554,-1.0,-0.021262002743484
0.7777777777777777,-1.0,-0.18367626886145394
1.0,-1.0,-0.30000000000000004
-1.0,-0.7777777777777778,1.3425240054869683
-0.7777777777777778,-0.7777777777777778,1.2262002743484226
-0.5555555555555556,-0.7777777777777778,1.0637860082304527
-0.33333333333333337,-0.7777777777777778,0.8684499314128944
-0.11111111111111116,-0.7777777777777778,0.6533607681755831
0.11111111111111116,-0.7777777777777778,0.43168724279835385
0.33333333333333326,-0.7777777777777778,0.2165980795610426
0.5555555555555554,-0.7777777777777778,0.02126200274348433
0.7777777777777777,-0.7777777777777778,-0.1411522633744856
1.0,-0.7777777777777778,-0.2574759945130315
-1.0,-0.5555555555555556,1.2698216735253771
-0.7777777777777778,-0.5555555555555556,1.1534979423868312
-0.5555555555555556,-0.5555555555555556,0.9910836762688615
-0.33333333333333337,-0.5555555555555556,0.7957475994513032
-0.11111111111111116,-0.5555555555555556,0.5806584362139918
0.11111111111111116,-0.5555555555555556,0.35898491083676265
0.33333333333333326,-0.5555555555555556,0.1438957475994514
0.5555555555555554,-0.5555555555555556,-0.05144032921810682
0.7777777777777777,-0.5555555555555556,-0.21385459533607676
1.0,-0.5555555555555556,-0.33017832647462275
-1.0,-0.33333333333333337,1.1148148148148147
-0.7777777777777778,-0.33333333333333337,0.9984910836762689
-0.5555555555555556,-0.33333333333333337,0.8360768175582991
-0.33333333333333337,-0.33333333333333337,0.6407407407407408
-0.11111111111111116,-0.33333333333333337,0.4256515775034294
0.11111111111111116,-0.33333333333333337,0.20397805212620027
0.33333333333333326,-0.33333333333333337,-0.011111111111111016
0.5555555555555554,-0.33333333333333337,-0.20644718792866923
0.7777777777777777,-0.33333333333333337,-0.36886145404663917
1.0,-0.33333333333333337,-0.48518518518518516
-1.0,-0.11111111111111116,0.9104252400548697
-0.7777777777777778,-0.11111111111111116,0.7941015089163238
-0.5555555555555556,-0.11111111111111116,0.631687242798354
-0.33333333333333337,-0.11111111111111116,0.4363511659807957
-0.11111111111111116,-0.11111111111111116,0.22126200274348434
0.11111111111111116,-0.11111111111111116,-0.00041152263374485964
0.33333333333333326,-0.11111111111111116,-0.21550068587105614
0.5555555555555554,-0.11111111111111116,-0.41083676268861435
0.7777777777777777,-0.11111111111111116,-0.5732510288065843
1.0,-0.11111111111111116,-0.6895747599451303
-1.0,0.11111111111111116,0.6895747599451303
-0.7777777777777778,0.11111111111111116,0.5732510288065843
-0.5555555555555556,0.11111111111111116,0.41083676268861447
-0.33333333333333337,0.11111111111111116,0.21550068587105625
-0.11111111111111116,0.11111111111111116,0.00041152263374485964
0.11111111111111116,0.11111111111111116,-0.22126200274348434
0.33333333333333326,0.11111111111111116,-0.4363511659807956
0.5555555555555554,0.11111111111111116,-0.6316872427983538
0.7777777777777777,0.11111111111111116,-0.7941015089163237
1.0,0.11111111111111116,-0.9104252400548697
-1.0,0.33333333333333326,0.4851851851851853
-0.7777777777777778,0.33333333333333326,0.3688614540466393
-0.5555555555555556,0.33333333333333326,0.20644718792866945
-0.33333333333333337,0.33333333333333326,0.011111111111111183
-0.11111111111111116,0.33333333333333326,-0.20397805212620015
0.11111111111111116,0.33333333333333326,-0.42565157750342936
0.33333333333333326,0.33333333333333326,-0.6407407407407406
0.5555555555555554,0.33333333333333326,-0.8360768175582989
0.7777777777777777,0.33333333333333326,-0.9984910836762687
1.0,0.33333333333333326,-1.1148148148148147
-1.0,0.5555555555555554,0.33017832647462286
-0.7777777777777778,0.5555555555555554,0.21385459533607687
-0.5555555555555556,0.5555555555555554,0.05144032921810715
-0.33333333333333337,0.5555555555555554,-0.14389574759945117
-0.11111111111111116,0.5555555555555554,-0.35898491083676254
0.11111111111111116,0.5555555555555554,-0.5806584362139917
0.33333333333333326,0.5555555555555554,-0.795747599451303
0.5555555555555554,0.5555555555555554,-0.9910836762688612
0.7777777777777777,0.5555555555555554,-1.153497942386831
1.0,0.5555555555555554,-1.2698216735253771
-1.0,0.7777777777777777,0.2574759945130316
-0.7777777777777778,0.7777777777777777,0.1411522633744856
-0.5555555555555556,0.7777777777777777,-0.02126200274348422
-0.33333333333333337,0.7777777777777777,-0.2165980795610425
-0.11111111111111116,0.7777777777777777,-0.43168724279835385
0.11111111111111116,0.7777777777777777,-0.6533607681755831
0.33333333333333326,0.7777777777777777,-0.8684499314128943
0.5555555555555554,0.7777777777777777,-1.0637860082304524
0.7777777777777777,0.7777777777777777,-1.2262002743484224
1.0,0.7777777777777777,-1.3425240054869685
-1.0,1.0,0.30000000000000004
-0.7777777777777778,1.0,0.18367626886145416
-0.5555555555555556,1.0,0.02126200274348422
-0.33333333333333337,1.0,-0.17407407407407405
-0.11111111111111116,1.0,-0.38916323731138536
0.11111111111111116,1.0,-0.6108367626886146
0.33333333333333326,1.0,-0.8259259259259258
0.5555555555555554,1.0,-1.0212620027434842
0.7777777777777777,1.0,-1.183676268861454
1.0,1.0,-1.3
