x0,response
0.15447090673750896,0.3312457664250724
0.07549431983989718,0.15652715939026945
-0.6010092448678461,-0.8029807200049843
-0.5734398580515621,-0.7846995118767417
0.51317572563335,1.1917511673927113
0.5137552329513069,1.193093381895908
0.12731591318082325,0.2700052447998784
0.8855375214785111,1.7693668948041634
0.8488149362348407,1.7504966387652046
0.1197833486954476,0.25322667396860055
-0.7598525645994256,-0.8702802242468157
-0.899080368167168,-0.87336533658904
0.9936803047113039,1.755047029113245
-0.4620956694455227,-0.6918365913841982
0.2997179432887427,0.6750217829670344
0.0456408033589315,0.09333073202265939
-0.8295225767169223,-0.878553088451926
0.261057014920292,0.5813953497948278
0.574010788479999,1.328501616922378
0.9917559354939727,1.7562719205182287
