x0,response
-1.0,0.0
-0.9797979797979798,8.244881217089883e-06
-0.9595959595959596,6.595904973605293e-05
-0.9393939393939394,0.00022261179285942845
-0.9191919191919192,0.0005276723978897557
-0.898989898989899,0.0010306101521282418
-0.8787878787878788,0.001780894342877648
-0.8585858585858586,0.0028279942574399586
-0.8383838383838383,0.004221379183117713
-0.8181818181818181,0.006010518407212895
-0.797979797979798,0.008244881217026712
-0.7777777777777778,0.010973936899862702
-0.7575757575757576,0.014247154743022739
-0.7373737373737373,0.018114004033808473
-0.7171717171717171,0.022623954059522
-0.696969696969697,0.027826474107466026
-0.6767676767676767,0.03377103346494198
-0.6565656565656566,0.04050710141925318
-0.6363636363636364,0.04808414725770088
-0.6161616161616161,0.056551640267587716
-0.5959595959595959,0.06595904973621547
-0.5757575757575757,0.07635584495088638
-0.5555555555555556,0.08779149519890261
-0.5353535353535352,0.10031546976756656
-0.5151515151515151,0.11397723794418008
-0.4949494949494949,0.1288262690160455
-0.4747474747474747,0.14491203227046512
-0.4545454545454545,0.1622839969947409
-0.43434343434343425,0.18099163247617492
-0.41414141414141414,0.2010844080020695
-0.3939393939393939,0.2226117928597269
-0.3737373737373737,0.24562325633644888
-0.3535353535353535,0.27016826771953795
-0.33333333333333326,0.2962962962962964
-0.31313131313131304,0.32405681135402603
-0.2929292929292928,0.35349928218002924
-0.2727272727272727,0.38467317806160783
-0.2525252525252525,0.41762796828606447
-0.23232323232323226,0.45241312214070106
-0.21212121212121204,0.48907810891281983
-0.19191919191919182,0.5276723978897229
-0.1717171717171716,0.5682454583587123
-0.1515151515151515,0.6108467596070903
-0.13131313131313127,0.6555257709221592
-0.11111111111111105,0.702331961591221
-0.09090909090909083,0.7513148009015779
-0.07070707070707061,0.8025237581405322
-0.050505050505050386,0.856008302595386
-0.030303030303030276,0.9118179035534408
-0.010101010101010055,0.9700020303019998
0.010101010101010166,1.0306101521283648
0.030303030303030498,1.0936917383198381
0.05050505050505061,1.159296258163721
0.07070707070707072,1.2274731809473163
0.09090909090909105,1.2982719759579269
0.11111111111111116,1.3717421124828533
0.1313131313131315,1.4479330598093998
0.1515151515151516,1.526894287224866
0.1717171717171717,1.6086752640165558
0.19191919191919204,1.6933254594717715
0.21212121212121215,1.7808943428778141
0.2323232323232325,1.8714313835219873
0.2525252525252526,1.9649860506915913
0.27272727272727293,2.0616078136739304
0.29292929292929304,2.161346141756305
0.31313131313131315,2.2642505042260166
0.3333333333333335,2.370370370370371
0.3535353535353536,2.4797552094766666
0.3737373737373739,2.5924544908322087
0.39393939393939403,2.708517683724296
0.41414141414141437,2.827994257440234
0.4343434343434345,2.9509336812673217
0.4545454545454546,3.077385424492863
0.4747474747474749,3.207398956404161
0.49494949494949503,3.341023746288516
0.5151515151515154,3.478309263433232
0.5353535353535355,3.6193049771256085
0.5555555555555556,3.7640603566529496
0.5757575757575759,3.912624871302558
0.595959595959596,4.065047990361735
0.6161616161616164,4.221379183117783
0.6363636363636365,4.381667918858002
0.6565656565656568,4.5459636668696985
0.6767676767676769,4.714315896440171
0.696969696969697,4.886774076856722
0.7171717171717173,5.063387677406657
0.7373737373737375,5.244206167377273
0.7575757575757578,5.429279016055878
0.7777777777777779,5.618655692729768
0.7979797979797982,5.81238566668625
0.8181818181818183,6.010518407212624
0.8383838383838385,6.2131033835961915
0.8585858585858588,6.420190065124257
0.8787878787878789,6.631827921084121
0.8989898989898992,6.848066420763088
0.9191919191919193,7.068955033448454
0.9393939393939394,7.294543228427527
0.9595959595959598,7.524880474987609
0.9797979797979799,7.760016242415999
1.0,8.0
