x0,response
3.6102938340697586,2.1471594803529985
1.5392273503920189,1.5934953248729722
1.7466697276592362,1.657307976104392
3.4380311949154723,2.1066635219976333
2.007234703381813,1.7341380289301696
3.0393647418609153,2.0098170916431464
1.2574705336516439,1.5024881143129365
1.1299356797954392,1.4594299160272957
0.9465531179198003,1.3951892767362428
0.8044846754506341,1.3433110866253706
3.4250904986341193,2.10358990742828
3.8154660131095643,2.1944170098478466
3.082373150255245,2.0204883444987365
2.6267824603996144,1.9044113159713199
0.2898959413131128,1.1357358589536182
0.29676608412064187,1.1387563761053732
3.8793384755057163,2.2089224693288165
1.3530866971597715,1.5339774109027067
3.8364328451476695,2.1991891335552904
1.2688325025599307,1.5062644198678832
